sentence	label
wait a minute you two .	1
its only , i popped open my phone , 3pm .	1
we still have the rest of the day .	1
i shoved the phone back in my pocket .	1
hey , dont take this personally , but we want to hang out alone .	1
sobye !	1
jason said and jumped on his bike .	1
seth unchained his bike and rode off with him .	1
i realized then that seth had barely said anything the whole time , but he was already out of sight .	1
id have to question him later .	1
i sighed , well , at least we can hang out early .	1
well , while you were arguing with the boys i called home and they said you could come over now .	1
emily flashed me one of her million-watt smiles .	1
great !	1
i piped .	1
ill call home quickly to check with my parents .	1
i called home and my parents said i could go , which wasnt much of a surprise .	1
ive been to plenty of sleepovers at emilys , so my parents didnt mind .	1
plus , our parents were close and emilys family was practically an extension of our own .	1
we rode over to her house and parked our bikes in the garage .	1
we knocked on the door and a woman answered .	1
emilys mom was short , small and bony .	1
her light brown hair was almost blonde without any gray in it .	1
the woman definitely did not look her age at all , and she was still as beautiful as i imagined she was in her youth .	1
she smiled warmly at us , her smile a reflection of emilys .	1
hello girls , come in .	1
emily , dear , can you put your laundry away ?	1
after you do that , you can hang out in your room .	1
emily nodded and disappeared inside .	1
her mom moved aside so i could walk in .	1
i unlaced my sneakers and walked up the stairs , looking at the flower paintings hung along the wall that her mom had painted in her spare time .	1
i pushed open emilys bedroom door to see her stuffing her clothes in the drawer and flopping onto the bed .	1
she pulled out my bag and threw it to me so i could set up my sleeping bag on her rug .	1
her mom called us downstairs , hopefully for food .	1
she held a box of pizza .	1
you two can eat upstairs or down here .	1
she already knew our answer and handed us paper plates .	1
i took three slices of pizza and ran upstairs .	1
emily and i sat on the floor , eating pizza and doodling nonsense in her notebook .	1
the time ticked by to one oclock in the morning .	1
we sat side by side on her bed near the window , and i played with the fridge on the edge of one of her pillows .	1
i looked down at emilys pajamas , which were covered in sun-tanning penguins .	1
typical emily .	1
nice pjs emily .	1
i chuckled .	1
she stuck her tongue out , what do you have against sun-tanning penguins ?	1
nothing !	1
i smiled to myself .	1
i shouldnt be talking ; i was wearing pajamas covered in little pigs .	1
emily leaned back to turn off her desk light .	1
it clicked off and i gazed outside one more time before turning around to go to bed .	1
night emily .	1
i yawned .	1
emily didnt reply because her face was pushed up against the window .	1
her body was ridged and she didnt move .	1
i crawled over to the window .	1
what is it , em ?	1
i whispered , a nervous feeling creeping into my stomach .	1
she backed away from the window so i could see .	1
i saw nothing at first but then i spotted movement .	1
the recognizable lines of toad dwarfs marched around the trees , and i could tell they were up to no good again .	1
they were really starting to get on my nerves .	1
looks like i wasnt sleeping after all .	1
chapter 3 sneaking out after hours isnt easy , especially at emilys house .	1
her parents arent sound sleepers .	1
if we werent really careful , theyd wake up and then wed have some answering to do .	1
and i dont think theyd understand our reason .	1
i followed emily down the stairs , in our pajamas , to the door .	1
we were careful not to make a sound but i listened closely to the sound of her dad snoring .	1
when the snore rang clearly through the house , i breathed a sigh of relief .	1
we threw on our sneakers and snuck out the door .	1
the summer night air was cool but a little sticky and clammy , making our bodies feel damp .	1
i followed emily down to the back of the garage , where we sat down and entered the monsters world .	1
i pushed my green hair back and hid behind a tree beside emily to watch the dwarfs .	1
there must have been more than ten of them gathered together .	1
they were parading around a blazing camp fire , mumbling and talking about things i couldnt hear over the flames .	1
some more emerged from the woods and joined them , their shadows dancing behind them .	1
then all of them suddenly broke out into an ominous song : he will rise to the heavens , from the very pits of hell .	1
to take control of our world , and the gift- less ones as well .	1
he will rule with a flaming torch , and save those who are worthy .	1
and for those who arent , well , you better watch out !	1
they all broke out in crazed laughs , which gave me the impression that each and every one of them was mad .	1
hell , i knew they were already mad .	1
they threw dirt at the fire and continued their wild laughs .	1
emily shuddered by me as they lifted their voices in another chorus .	1
he will rise to the heavens , from the very pits of hell , to crush all half-lings and to take their very souls .	1
for the king will rule all , with his cruelty and rage .	1
i wouldnt want to be that half-ling , that he spears through the head !	1
this time they were rolling on the floor , howling in laughter .	1
well , i didnt think this was very funny at all .	1
what was funny about getting speared through the head ?	1
i had a feeling the king they were talking about was kojas , and i really didnt want to be around to meet him , especially if it meant my head was going to become well acquainted with a weapon .	1
that is , if i was even a half-ling like the dwarfs claimed i was .	1
they laughed and sat in a tight circle mumbling things i didnt catch .	1
my hand slipped to my knife but emily grabbed my hand to keep me from drawing it from its leather case .	1
no jazell not yet , maybe we can learn a little more from them .	1
her voice was a hoarse whisper .	1
